16,0.93,4.17,0.78,1.56,18.64,33,24.25,6.93,92.47,6.2,4.33,67.1,25.1,53.91
15.52,0.85,4.6,0.78,1.71,19.08,34.57,22.63,6.5,92.47,6.13,4.4,67.4,23.9,54.34
16.18,0.9,4.63,0.78,1.74,19.37,33.23,22.7,6.37,92.33,6.27,4.4,67.8,24,54.68
16.02,0.97,3.77,0.78,1.59,18.95,33.21,22.98,6.67,92.4,6.27,4.33,67.5,24.1,54.45
15.77,0.9,4.37,0.78,1.76,18.41,33.91,23.94,6.63,92.96,6.22,3.82,67.2,23.4,54.5
15.48,0.97,4.2,0.78,1.62,18.86,34.32,23.31,6.6,92.74,5.73,4.53,68.8,22,54.3
15.4,0.9,4.2,0.78,1.37,18.99,33.76,24.48,6.43,92.6,6.13,4.27,68.5,23.3,54.04
15.13,0.92,4.17,0.78,1.31,19.58,33.3,25.1,6.03,92.8,6.13,4.07,68.7,22.1,54.04
15.13,0.95,4.2,0.78,1.44,19.49,33.14,24.37,6.53,92.87,6.13,4,68.9,23.1,53.94
15.25,0.88,4,0.71,1.59,19.33,32.89,23.62,6.37,92.67,6.95,4.38,68.4,22.6,53.85
15.7,0.97,4.1,0.78,1.61,16.47,36.76,25.95,6.47,92.6,6.2,4.2,67.8,24,54.29
15.2,0.9,4.07,0.78,0.99,17.94,34.52,24.72,6.4,92.67,6.13,4.2,65.6,23.4,54.12
15.1,0.9,4.4,0.78,1.59,18.96,33.3,23.35,6.6,93,6.2,3.8,0.78,0.78,53.98
14.75,0.83,3.9,0.78,1.12,17.56,35.63,24.15,6.35,92.5,6.1,4.4,68.3,23,53.68
15.33,0.93,4.2,0.78,1.88,18.48,33.05,24.82,6.4,92.53,6.93,4.53,69.03,22.39,53.61
16.03,0.95,3.84,1,1.72,18.9,33.78,23.07,6.7,92.5,6,4.5,67.89,25.14,54.41
15.73,0.98,4.03,0.78,1.57,20.23,32.53,23.42,6.43,92.8,6.2,4,69.88,22.44,54.58
15.07,0.9,4.85,0.78,1.41,19.46,32.6,23.8,6.7,92.4,6,4.6,67.1,23.6,53.89
15,1,4.43,1.2,2.08,18.29,33.53,24.3,6.03,92.6,6.07,4.33,68.05,24.06,54.1
15.35,0.88,3.8,0.85,1.7,17.97,33.86,24.66,6.5,92.07,6.33,4.6,68.1,24.43,54.1
14.95,0.98,3.8,0.91,1.7,19.02,34.25,23.17,5.87,92.8,6.87,4.33,68.73,24.22,53.87
15.45,1,3.77,1.39,1.68,19.65,31.61,24.28,6.77,92.6,6.13,4.27,69.7,23.3,54.27
15.1,1.04,3.57,0.88,1.66,18.54,34.18,23.76,5.97,92.67,6,4.33,68.7,23.6,53.91
15.22,1,3.77,0.78,1.57,18.64,33.21,24,6,92.6,6,4.4,69.2,23.8,53.95
15.15,1.08,3.57,0.78,1.83,19.42,32.12,23.92,6.53,92.6,6.13,4.27,68.9,23.4,54.31
15.25,0.97,3.8,0.78,1.73,19.19,32.63,23.52,6.67,92.47,6.13,4.4,66.1,26.5,53.5
14.92,1.08,3.6,0.78,1.62,18.91,32.97,24.27,6.8,92.4,6.13,4.47,67.3,24.3,54.15
14.88,0.98,3.87,0.78,1.49,18.71,32.7,23.71,6.43,92.47,6.13,4.4,67,23,54.01
15.48,0.97,4.2,0.78,1.62,18.86,34.32,23.31,6.6,92.74,5.73,4.53,68.8,22,53.86
15.4,0.9,4.2,0.78,1.37,18.99,33.76,24.48,6.43,92.6,6.13,4.27,68.5,23.3,54.07
15.13,0.92,4.17,0.78,1.31,19.58,33.3,25.1,6.03,92.8,6.13,4.07,68.7,22.1,54.39
15.13,0.95,4.2,0.78,1.44,19.49,33.14,24.37,6.53,92.87,6.13,4,68.9,23.1,54.44
15.25,0.88,4,0.71,1.59,19.33,32.89,23.62,6.37,92.67,5.95,4.38,68.4,22.6,53.88
15.7,0.97,4.1,0.78,1.61,16.47,36.76,25.95,6.47,92.6,6.2,4.2,67.8,24,54.52
15.2,0.9,4.07,0.78,0.99,17.94,34.52,24.72,6.4,92.67,6.13,4.2,65.6,23.4,54.23
15.1,0.9,4.4,0.78,1.59,18.96,33.3,23.35,6.6,93,6.2,3.8,68.5,23.3,54.02
14.75,0.83,3.9,0.78,1.12,17.56,35.63,24.15,6.35,92.5,6.1,4.4,68.3,23,54.4
15.33,0.93,4.2,0.78,1.88,18.48,33.05,24.82,6.4,92.53,5.93,4.53,69.03,22.39,53.8
16.03,0.95,3.84,1,1.72,18.9,33.78,23.07,6.7,92.5,6,4.5,67.89,25.14,54.3
15.73,0.98,4.03,0.78,1.57,20.23,32.53,23.42,6.43,92.8,6.2,4,69.88,22.44,54.26
15.07,0.9,4.85,0.78,1.41,19.46,32.6,23.8,6.7,92.4,6,4.6,67.1,23.6,53.74
15,1,4.43,1.2,2.08,18.29,33.53,24.3,6.03,92.6,6.07,4.33,68.05,24.06,53.86
15.35,0.88,3.8,0.85,1.7,17.97,33.86,24.66,6.5,92.07,6.33,4.6,68.1,24.43,54.06
14.95,0.98,3.8,0.91,1.7,19.02,34.25,23.17,5.87,92.8,5.87,4.33,68.73,24.22,54.46
15.45,1,3.77,1.39,1.68,19.65,31.61,24.28,6.77,92.6,6.13,4.27,69.7,23.3,54.12
15.1,1.04,3.57,0.88,1.66,18.54,34.18,23.76,5.97,92.67,6,4.33,68.7,23.6,54.09
15.22,1,3.77,0.78,1.57,18.64,33.21,24,6,92.6,6,4.4,69.2,23.8,54.2
15.15,1.08,3.57,0.78,1.83,19.42,32.12,23.92,6.53,92.6,6.13,4.27,68.9,23.4,53.88
15.25,0.97,3.8,0.78,1.73,19.19,32.63,23.52,6.67,92.47,6.13,4.4,66.1,26.5,54.87
14.92,1.08,3.6,0.78,1.62,18.91,32.97,24.27,6.8,92.4,6.13,4.47,67.3,24.3,54.07
14.88,0.98,3.87,0.78,1.49,18.71,32.7,23.71,6.43,92.47,6.13,4.4,67,23,54.34
14.65,0.95,3.77,0.78,1.62,19.29,32.63,24.13,6.27,92.67,6.13,4.2,65.93,23.42,54.01