26,20,10,10,10,9,0,0,5,5,5,0,0,0
26,20,10,10,10,9,0,0,5,5,5,0,0,0
26,20,10,10,10,9,0,0,5,5,5,0,0,0
26,20,10,10,10,9,0,0,5,5,5,0,0,0
22,17,8,8,7,7,0,0,6,5,5,7,8,0
22,17,8,8,7,7,0,0,6,5,5,7,8,0
22,17,8,8,7,7,0,0,6,5,5,7,8,0
22,17,8,8,7,7,0,0,6,5,5,7,8,0
22,17,8,8,7,7,0,0,6,5,5,7,8,0
24,20,8,8,8,8,0,0,6,5,5,4,4,0
24,20,8,8,8,8,0,0,6,5,5,4,4,0
24,20,8,8,8,8,0,0,6,5,5,4,4,0
24,20,8,8,8,8,0,0,6,5,5,4,4,0
24,20,8,8,8,8,0,0,6,5,5,4,4,0
22,26,8,8,8,8,0,0,7,7,7,0,0,0
16,18,9,9,8,8,7,7,6,6,6,0,0,0
16,18,9,9,8,8,7,7,6,6,6,0,0,0
16,18,9,9,8,8,7,7,6,6,6,0,0,0
22,20,10,10,9,9,0,0,7,7,6,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
17,17,10,10,9,9,7,7,5,5,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,19,9,9,9,9,7,6,6,4,4,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
18,25,11,11,10,10,0,0,5,5,5,0,0,0
22,22,9,9,9,8,0,0,5,5,6,0,0,5
22,22,9,9,9,8,0,0,5,5,6,0,0,5
22,22,9,9,9,8,0,0,5,5,6,0,0,5
22,22,9,9,9,8,0,0,5,5,6,0,0,5
22,22,9,9,9,8,0,0,5,5,6,0,0,5
22,22,9,9,9,8,0,0,5,5,6,0,0,5